source_file,technology,ips_title,predicted_category_model,predicted_category_existing,human_category,confidence
weekly_labels_20260605_170006.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260606_143309.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260608_163759.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260612_170002.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,Performance,0.0958
weekly_labels_20260612_233426.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,Performance,0.0958
weekly_labels_20260630_135902.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_160631.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_203011.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_214013.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_214054.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_214139.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_214216.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_215112.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_215753.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260630_215842.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260701_103143.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260703_170002.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
wifi_tools_piece_07_of_07_Brenton.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,UEFI,RF,BIOS,0.0958
weekly_labels_20260703_170002.csv,tools,WLAN NDT test result has higher noise result,Connectivity,OEM Tools,OEM Tools,0.0959
wifi_tools_piece_01_of_07_Timdaway.csv,tools,WLAN NDT test result has higher noise result,Connectivity,OEM Tools,OEM Tools,0.0959
weekly_labels_20260703_170002.csv,wifi,The system wakes when a person walks 1.2m horizontally behind it,Connectivity,Power Consumption,Sensing,0.0987
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,The system wakes when a person walks 1.2m horizontally behind it,Connectivity,Power Consumption,Sensing,0.0987
weekly_labels_20260605_170006.csv,wifi,TAS enable some question for AX411 - DCR-1833 should fix,Killer,RF,BIOS,0.1066
weekly_labels_20260606_143309.csv,wifi,TAS enable some question for AX411 - DCR-1833 should fix,Killer,RF,BIOS,0.1066
weekly_labels_20260608_163759.csv,wifi,TAS enable some question for AX411 - DCR-1833 should fix,Killer,RF,BIOS,0.1066
weekly_labels_20260612_170002.csv,wifi,TAS enable some question for AX411 - DCR-1833 should fix,Killer,RF,YB/Lost,0.1066
weekly_labels_20260612_233426.csv,wifi,TAS enable some question for AX411 - DCR-1833 should fix,Killer,RF,YB/Lost,0.1066
weekly_labels_20260703_170002.csv,wifi,TAS enable some question for AX411 - DCR-1833 should fix,Killer,RF,BIOS,0.1066
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,TAS enable some question for AX411 - DCR-1833 should fix,Killer,RF,UEFI,0.1066
weekly_labels_20260501_170001.csv,WiFi,WPA3 Security of AC9260/AC9560,Sensing,Sensing,Connectivity,0.1175
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,DDD log cant deocode,Connectivity,OEM Tools,Need-Triage,0.1201
weekly_labels_20260508_230403.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Power Consumption,0.1245
weekly_labels_20260515_170001.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260515_170001.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260522_183733.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260522_183733.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260522_183733.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260522_183733.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_143606.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_143606.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_143606.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_143606.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_143640.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_143640.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_143640.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_143640.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_145957.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_145957.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
weekly_labels_20260523_145957.csv,wifi,Restricted mode long reconnection time after resume from sleep,RF,Power Consumption,Connectivity,0.1245
