ips_case_number,customer,suggested_customer,reason,ips_customer_name,ips_oem,ips_created_date,ips_title
818417,OTHER - OEM,,non_canonical_customer_no_title_brand,Positivo Tecnologia SA,Other - OEM,2023-07-24 09:28:10,RPL MDA log fail for Intel Audio Driver
812257,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,2023-06-27 00:31:00,[RPL-H][Sportage_RTH][OS:22621] widi will auto disconnect within 5 seconds when resume from S3/S4/S5
805472,OTHER - OEM,,non_canonical_customer_no_title_brand,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",Other - OEM,2023-05-24 08:58:38,"[Emdoor][BT] On/off Bluetooth, the LED light of the Bluetooth function does not work in the linux os"
805167,OTHER - OEM,,non_canonical_customer_no_title_brand,"Unicompute Technology Co,. Ltd.",Other - OEM,2023-05-23 08:50:50,[unis][win11][TSH G2][RPLP]AX201 WIFI show yellow mark when the test uut run warmboot/coldboot stress test
800497,OTHER - OEM,,non_canonical_customer_no_title_brand,"COMPAL ELECTRONICS, INC.",Other - OEM,2023-05-02 01:27:47,BE200 connect to Wi-Fi 6E
795778,OTHER - OEM,,non_canonical_customer_no_title_brand,"Unicompute Technology Co,. Ltd.",Other - OEM,2023-04-11 03:28:06,[Unis][Win10][RPL-P]ICPS preinstall package return 15613 error in the first time
793097,MITAC,,non_canonical_customer_no_title_brand,MiTAC Digital Technology,NA,2023-03-27 05:27:33,"[Pictor]Base of case #00784859, please share development on PIE SDK that support"
792875,GETAC,,non_canonical_customer_no_title_brand,GETAC TECHNOLOGY CORPORATION,Getac,2023-03-24 08:06:12,Ax211 BT throughput Tx/Rx performance is low
792146,OTHER - OEM,,non_canonical_customer_no_title_brand,SHENZHEN IP3 CENTRY INTELLIGENT TECHNOLO,Other - OEM,2023-03-21 12:12:36,WIFI AX101 cannot detect on JB3B with ubuntu OS
792037,OTHER - OEM,,non_canonical_customer_no_title_brand,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",Other - OEM,2023-03-21 06:52:36,[Emoor][Infinix][AX101] 
788298,OTHER - OEM,,non_canonical_customer_no_title_brand,Uniwill Technology Inc.,Other - OEM,2023-03-03 09:24:48,AX211 UHB EU enable issue
785867,OTHER - OEM,,non_canonical_customer_no_title_brand,Positivo Tecnologia SA,Other - OEM,2023-02-20 08:44:45,Intel EMA setup
784785,OTHER - OEM,,non_canonical_customer_no_title_brand,AIstone,Other - OEM,2023-02-14 08:15:41,Intel Wireless AX211 and AX201 Card Bluetooth SAR BR Table issue
784551,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,WISTRON CORPORATION,WISTRON CORPORATION,2023-02-13 01:12:00,[Thinkpad L13-G3][DOA][AX201]wifi disconnected randomly in customer environment
783428,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,Pegatron Corporation,Pegatron Corporation,2023-02-07 19:38:00,[HB] 22.200 DRTU Tool Issue for RPL SoC + AX211 module
782584,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,2023-02-03 03:10:00,Intel 1690i network card cannot connect to two networks at the same time
781722,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,2023-01-31 23:15:00,[MSFT][V81B][HrP2] Host PC unable to remote control the device by using DRTU22.200 command
781584,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,WISTRON CORPORATION,WISTRON CORPORATION,2023-01-31 19:28:00,[Thinkpad][Fenrir2][RPL][AX201]Screen glitch / lag when project smartphone to PC
780985,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,2023-01-30 01:47:00,[MSFT][V81B][AX201] Ack Power exceed SAR limit question
778894,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,Pegatron Corporation,Pegatron Corporation,2023-01-16 18:39:00,Wireless AX211 WHQL issue
778703,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,2023-01-15 23:02:00,[MSFT Quanta Z96] Unable to project to external monitor via wireless display
776788,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,Pegatron Corporation,Pegatron Corporation,2023-01-06 19:08:00,[MSFT/Elmer][Typ2 COB] The EVM failure rate is high for factory test
774825,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-12-27 18:31:00,[Compal] WHQL_SleepIO_the format of the specified network name is invalid
774825,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-12-27 18:31:00,[Compal] WHQL_SleepIO_the format of the specified network name is invalid
774825,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-12-27 18:31:00,[Compal] WHQL_SleepIO_the format of the specified network name is invalid
773137,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-12-19 21:48:00,AX101
773137,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-12-19 21:48:00,AX101
773137,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-12-19 21:48:00,AX101
772837,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-12-18 22:38:00,[MSFT/Elmer] [TyP2 CoB] Need to improve EVM of Testharness tool
772837,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-12-18 22:38:00,[MSFT/Elmer] [TyP2 CoB] Need to improve EVM of Testharness tool
772837,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-12-18 22:38:00,[MSFT/Elmer] [TyP2 CoB] Need to improve EVM of Testharness tool
760680,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-12-11 19:32:00,[Win11 SV2][Killer AX1690i:22.170.0] Wake on Wlan from S3/S4 test fail
760680,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-12-11 19:32:00,[Win11 SV2][Killer AX1690i:22.170.0] Wake on Wlan from S3/S4 test fail
760680,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-12-11 19:32:00,[Win11 SV2][Killer AX1690i:22.170.0] Wake on Wlan from S3/S4 test fail
760493,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,"COMPAL ELECTRONICS, INC.","COMPAL ELECTRONICS, INC.",2022-12-09 01:22:00,[Framework]BSOD issue when enable SAR table
759606,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-12-06 19:01:00,[Dynabook][ICPS]BSOD happens when set Manually Configure Connection settings
759606,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-12-06 19:01:00,[Dynabook][ICPS]BSOD happens when set Manually Configure Connection settings
759606,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-12-06 19:01:00,[Dynabook][ICPS]BSOD happens when set Manually Configure Connection settings
758299,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-12-01 01:03:00,TAS status always suspended
758299,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-12-01 01:03:00,TAS status always suspended
758299,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-12-01 01:03:00,TAS status always suspended
