ips_case_number,ips_owner_name,reporter,ips_created_date,ips_oem,jira_id,ips_jira_id,ips_title
689106,Zhiwei He,NA,2022-03-09 00:16:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI[HUAQIN][MachD][NB2757][TGL][AX201][WIN11][WIFI] System will auto disconnect WIFI and cannot connect it again.
689106,Zhiwei He,NA,2022-03-09 00:16:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI[HUAQIN][MachD][NB2757][TGL][AX201][WIN11][WIFI] System will auto disconnect WIFI and cannot connect it again.
689261,Zhiwei He,NA,2022-03-09 09:31:00,"Huaqin Technology Co., Ltd",,NA,[Huawei][Huaqin][MorganF][ADL-P][AX211][Win11] DUT couldn't  connect to WIFI 6E signal(80MHz/160MHz) from CMW500.
689261,Zhiwei He,NA,2022-03-09 09:31:00,"Huaqin Technology Co., Ltd",,NA,[Huawei][Huaqin][MorganF][ADL-P][AX211][Win11] DUT couldn't  connect to WIFI 6E signal(80MHz/160MHz) from CMW500.
689261,Zhiwei He,NA,2022-03-09 09:31:00,"Huaqin Technology Co., Ltd",,NA,[Huawei][Huaqin][MorganF][ADL-P][AX211][Win11] DUT couldn't  connect to WIFI 6E signal(80MHz/160MHz) from CMW500.
701695,Zhiwei He,NA,2022-04-27 18:53:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][KelvinF][Intel ADL][Intel AX 201][WIFI][Win11] The wlan will disconnect it when occur 2505 error from event log to check.
701695,Zhiwei He,NA,2022-04-27 18:53:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][KelvinF][Intel ADL][Intel AX 201][WIFI][Win11] The wlan will disconnect it when occur 2505 error from event log to check.
701695,Zhiwei He,NA,2022-04-27 18:53:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][KelvinF][Intel ADL][Intel AX 201][WIFI][Win11] The wlan will disconnect it when occur 2505 error from event log to check.
703815,Zhiwei He,NA,2022-05-07 08:56:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H9R][RolleF][AX201][21H2][WLAN] [805508618] After the RolleF wakes up from standby, the WiFi switch is abnormally turned off and needs to be turned on manually"
703815,Zhiwei He,NA,2022-05-07 08:56:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H9R][RolleF][AX201][21H2][WLAN] [805508618] After the RolleF wakes up from standby, the WiFi switch is abnormally turned off and needs to be turned on manually"
703815,Zhiwei He,NA,2022-05-07 08:56:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H9R][RolleF][AX201][21H2][WLAN] [805508618] After the RolleF wakes up from standby, the WiFi switch is abnormally turned off and needs to be turned on manually"
704798,Zhiwei He,NA,2022-05-11 02:52:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MorganF][Intel ADL][Intel AX 211][WIFI][Win11] System will auto disconnet wlan and then connect it again.
704798,Zhiwei He,NA,2022-05-11 02:52:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MorganF][Intel ADL][Intel AX 211][WIFI][Win11] System will auto disconnet wlan and then connect it again.
704798,Zhiwei He,NA,2022-05-11 02:52:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MorganF][Intel ADL][Intel AX 211][WIFI][Win11] System will auto disconnet wlan and then connect it again.
709954,Zhiwei He,NA,2022-05-31 03:05:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX 201][WIFI][Win11] System cannot enter welink meeting and wifi connect it.
709954,Zhiwei He,NA,2022-05-31 03:05:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX 201][WIFI][Win11] System cannot enter welink meeting and wifi connect it.
