Issue key,project,year,category,Summary,Custom field (Root Cause)
WIFI-425705,WIFI,2024,Connectivity,[Internal][Samsung][Venus4-16][Wi-Fi sensing]Tek isolation of HB channels shows 0 while doing auto-channel scanning,"LNA step above 10 doesn’t converge the RMS, 
Solution : in low Isolation we limited max LNA step to 10 and converge the rest  with TX power .
https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/123387
"
WIFI-425303,WIFI,2024,Performance,[HP][Quanta][Regis][LNL EVQS][FmP2 rQS] WiFi 5GHz AX80 CH132 RX air T-put slow,Ch 132-144 160 Mhz bugfix
WIFI-424127,WIFI,2024,BSOD,[DELL][Compal][TributoLNL_DVT2][BE201][FMP2] WIFI BT YB on factory BFT test with assert 0x20100508 BRI_RSP 10 ohm,
WIFI-422775,WIFI,2024,Connectivity,[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP2]wlan block SoC enter to PC10 during idle test,https://jira.idoc.intel.com/browse/WIFI-417459
WIFI-422495,WIFI,2024,Connectivity,"[Panasonic] C-state does not enter C10 when DC powered, screen on and AP not connected"," The bug was caused by a new module (called internally 'DSM'), which is responsible for a system that organizes data efficiently. We noticed that when another part of our system, the scan module, asked the DSM for permission to use that data, the DSM attempted to complete the request but was interrupted by entering a low-power mode. This interruption prevented the process from finishing properly, lowering the LTR and allowing the machine to enter its own low-power state. We've updated the system so that the DSM can continue to manage these requests even if it goes into low-power mode, which should resolve the problem."
WIFI-420757,WIFI,2024,BSOD,[MSFT][Internal][LNL-ES][FmP][WIN11 24H2] [UID 980869] DRTU -CLi loops hit to 0x20000074,There was a racing condition between RPC client connection and adapter initialization that caused USC to get enum complete notification before adapter init notification.
WIFI-419324,WIFI,2024,BSOD,[HP][MTL-U][Goldy][GaP2][Win11 24H2][BSOD 0x139][Netwaw16!prvJobScheduler_jobExecuter] BSOD 0x139 occurs after running WinPVT Restart,Improved FW reset flow for not handling another SW error interrupt while FW already undergoes via reset.
WIFI-417722,WIFI,2024,Connectivity,[MSFT][LNL-ES][FmP][WIN11 24H2] [UID 990515] DRTU -CLi hit to WifiSwStack.dll & IntelIHVPiepeClient.dll failure,There was a racing condition between RPC client connection and adapter initialization that caused USC to get duplicated adapter enable notifications.
WIFI-415685,WIFI,2024,Connectivity,[HP/Quanta][Regis][SI2][BE201D2W ES2] ANT tool can't read UEFI EWRD and WGDS SAR value correctly ,"GRP_REGULATORY_SAR_OFFSET_MAPPING_CMD was not sent to FW, so even though OEM specified in SGOM that Korea (KR) is mapped to group 3, FW didn't know it. The reason is that starting from LNL it's possible to NOT have WGDS in ACPI (and this is our case here). So driver didn't read SGOM table from UEFI, and thus, didn't send the CMD to FW."
WIFI-415653,WIFI,2024,BSOD,"[ThinkPad JP][Thames2][LNL][FMP][24H2] BSOD(Stop code: KMODE_EXCEPTION_NOT_HANDLED, BugCheck:1E) after S5","in case of un-initialized  pHwWritePtr,
rfdQueueProcessFragments returned status failure,
but this status was not checked in caller (prvIsrHandlerRoutineRx).
so when prvIsrHandlerRoutineRx called rfdqIsQueueEmptyApi
it de-referenced the NULL pointer and we got BSOD."
WIFI-413941,WIFI,2024,BSOD,[Dell][Compal][OasisMTL][BE200]Wi-Fi assert cause Bluetooth Device lost when run S4 on 24H2 [assert 0x91],Fix FW assert in transition from RX to TX when underrun occurs in RX.
WIFI-413660,WIFI,2024,BSOD,"[DELL][Compal][Tributo][LNL_B][BE201] Wi-Fi always YB [assert 0x508] in device manager when system do CB during Early DVT2 BFT test , F/R:1/140 BRI_RSP 33 ohm","STEP transition from LPH2 to active, involve change in circuit connection and checking differential connection P/N
Circuit sensitivity may lead to oscillations from time to time which lead to error 

To workaround that, LPH2 - low power mode is disabled.  which will avoid this scenario, but will result in increased power consumption
fixed in 23.60.5.11"
WIFI-413453,WIFI,2024,Connectivity,[HP][RPL][Field Issue][UEFI] Fail to connect to AP in WPA2 WPA3 mixed mode ,"UEFI wifi driver does not check the supported AKM _before_ initiating
the connection flow, so we end up with unexpected connection failure
in SMAC ARCH in the following scenario:
1. Selected AP supports mixed WPA2/WPA3
2. Connection Manager configures the connect request with both
   WPA2/WPA3 AKMs
3. Driver tries to connect with WPA3, which fails as it's unsupported
4. Driver does not try to connect with WPA2
Fix this by checking the supported AKM Suites by supplicant before initiating the connection and filter out unsupported suites."
WIFI-411918,WIFI,2024,Connectivity,"[HP][Foxconn][RPL-S&RPL-S Refresh][GfP2-AX211&GaP2-BE200]The WLAN Protocol of the 5 GHZ band displays 802.11g when set ""802.11a/b/g Wireless Mode"" to ""5.Dual Band 802.11a/g"" in DM\Intel WLAN driver\advanced Tab.",wrong implementation of how we set the wifi PHY bits indicated to OS
WIFI-409998,WIFI,2024,BSOD,[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP]BSOD(Netwnw16!prvJobScheduler_jobExecuter) with 0x139 when doing S4,"SW error and resume interrupt arrived at the same time
so 2 jobs were submitted where the first set to NULL the CB functions of resume. so the second job, when it ran, tried to call a NULL pointer"
WIFI-408529,WIFI,2024,Connectivity,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]duplicate WIFI-404582 the EB driver and ANT tool the RSSI both show ant2 value,"the root cause of the bug is a fix WIFI-357574.

in this bug' the values of the not activated antennas were not reset, so in case of MIMO and then SISO, we got values"
WIFI-404107,WIFI,2024,BSOD,[Dell][Master][Compal][OasisMTL][BE200] Wi-Fi YB with BT lost during ColdBoot stress assert 0x2F7,For master we follow and delivered DCR-2759 to core88
WIFI-401758,WIFI,2024,BSOD,[Dell][Compal][TributoLNL][FmP2]BE201 WIFI will YB during S4 stress ,Prim_host_rst (from the platform) comes before rprep_ack (from the FW)
WIFI-401195,WIFI,2024,Connectivity,[HP][Compal][Goldy][MTL] ANT RSSI test shows 0 or timeout ,"driver published in-correct activeAntennaBitMap, and Tool didn’t consider “active antennas” value during RSSI test, hence when antenna stops the result was wrong."
WIFI-400007,WIFI,2024,Connectivity,[MSFT][TGL][AX201][Intel ID 952253][SLGO2-Zuma [W11_22H2-22000] Reset/Recovery seen during disconnected standby due to ASSERT_21000DAD,we ran out of Tx descriptors
WIFI-397740,WIFI,2024,BSOD,[HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WiFi][Win11]It occured WiFi driver YB(43) assert code 0x303  when running coldboot test.,"Each time FW was loaded Some memory in the HW of HrP is not initialized correctly and sometimes having unexpected values.
And the bug happens only on MTL (magnetar) HrP. There is some memory corruption in the FW which causes FW to use incorrect encryption method. HrP still supports older encryption method (RSA), 
When incorrect encryption is used, there is assert 0x303 which finally leads to YB, since happens in a loop.
We avoid this issue by optimizing and protecting the consistent encryption and decryption methods in the FW loading process under various test scenarios.
thanks!"
WIFI-397290,WIFI,2024,BSOD,"[HP][Quanta]-[Regis][LNL-MX][Win11 24H2] [Assert 0x132E] Can't automatically connect to AP after resume from S4 or S5 with un-check ""connect automatically"" in AP list.(Intel FmP2)",Enhanced WIFI recovery due to BT resets
WIFI-397284,WIFI,2024,BSOD,[Dynabook][MTL][AX211]WLAN device show YB after resuming from modern standby -- LMAC Assert : 0x104A UMAC Assert : 0x20000070,
WIFI-396294,WIFI,2024,YB/Lost,[Dell/Compal][TributoLNL] BE201 Wi-Fi YB in device manager when system do WB,"Based on approval from Roi Fri. 
FSEQ 0.0.4.175 improve EQ calibration "
WIFI-395058,WIFI,2024,Connectivity,[GaP2/GfP2] Driver doesn't honor the BIOS DSM Function3 setting when MCC=AU/NZ,fix for ROW countries UHB enable by OEM logic
WIFI-395016,WIFI,2024,BSOD,[Samsung][Venus5-14][LNL][ER2][FmP2][Assert:0x20104009][0x4222] WLAN device show YB in device manager.,problem solved after moving from ES2 to rQS
WIFI-393435,WIFI,2024,BSOD,[Dell][Compal][OasisMTL][BE200][CSME] EC WR for assert 0x2F7 causes Clink hung,"The customer added a workaround by EC, when the system entry to S4 and CSME policy is not allowed, the EC performs a power toggling for the WLAN device. However the BUS Driver logic assumes that the WLAN Card was powered in Sx, hence not performing the enumeration flow with Link Reset."
WIFI-393429,WIFI,2024,BSOD,[Taoran][WiFI][Huawei][VangogH][MTL][PVT]A YB issue with code 10 on 23.30.0.6; assert info 0x2010120e ;0x13a7 and 0x942,"partially solved in 23.40 (partial fix for assert 0x120E)
partially solved in 23.50 (partial fix for assert 0x942)
"
WIFI-393156,WIFI,2024,YB/Lost,[Dell][Compal][CSLP_Taroko_LNL_PO] Intel WLAN_BE201_ shows Yellow bang(Code 10),FSEQ 0.0.4.175. Optimize EQ calibration flow for short ch. 
WIFI-392726,WIFI,2024,BSOD,[Lenovo][Compal][Thinkbook gen6+][MTL] WLAN device show YB(Assert 0x515) when run stress MS/CB,
WIFI-392708,WIFI,2024,Connectivity,[ACER][TGL][AX201][WIN11_22631][Roaming]100% of time when going between APs,"In case of AKM 5 , do not send PMKID because of issue in OS that
is wrongly handling the PMKID in this case"
WIFI-383978,WIFI,2024,BSOD,[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP]WiFi YB after reboot (assert 0x508),fw SHA1 # 51c8cb contains the fix
WIFI-381933,WIFI,2024,BSOD,"[Honor][Huaqin][MooreA][Meteor Lake][Ax211][WLAN][22H2]YB appears in normal standby mode of PC, error code 10(FR:1%) assert 0x515","Fix with TOP-2991 on master/Core86_pv/Core86
core86_pv 4990ffef11fcfeb4b60d83f6a76ef17be4e10bc6
core86 - 037a741ced5fed16b371b3034e11e1730ccfa11e"
WIFI-380805,WIFI,2024,BSOD,[HP][MTL]ANT TAS command output shows incorrect Max power limit value ,"Hi All,
 
I suspect the issue is in PHY context activation flow during wakeup from sleep.
 
Below is the sequence for when in LPRX STATE OFF:
1.	During Wakeup, when there is valid context PHY applies the TX calibration values in calibExecuterPartialApplyDuringRadioPowerUp(). 
This will send update of power limit to TAS
2.       When tuning into context,  as part of  phyConfigurationActivateContext(), again TAS is updated with the current band and the limits are initialized to the default value
 
1940375     PS_PX_STATE_CNG    182414.494    state                           0x00000001    psPxFsmUmacStateEnum PS_PX_FSM_UMAC_STATE_PS_PX_CNVR_LP (0x1), 
1941266     PHY_CALIB_MANAGER_EVENT    182419.286    eventData                       0x03030016    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_BEGIN (0x16), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
1941292     PHY_CALIB_MANAGER_EVENT    182419.352    eventData                       0x03030017    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_END (0x17), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
1941297     PHY_CALIB_MANAGER_EVENT    182419.353    eventData                       0x03030022    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_APPLY_TX_CALIBS_BEGIN (0x22), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
 
•	TAS power Limits are updated here as part of calibExecuterPartialApplyDuringRadioPowerUp()
1941306     PRINT    182419.409    STR0x3                          0x00000000    tasUpdatePowerLimit powerLimitDbm = 0x97, g_tasDb.fsmParams.minPowerLimitDbm = 0x97, isAux = 0, 
1941314     PRINT    182419.411    STR0x3                          0x00000000    tasUpdatePowerLimit powerLimitDbm = 0xa6, g_tasDb.fsmParams.minPowerLimitDbm = 0x97, isAux = 0
1941322     PRINT    182419.412    STR0x3                          0x00000000    tasUpdatePowerLimit powerLimitDbm = 0xff, g_tasDb.fsmParams.minPowerLimitDbm = 0x97, isAux = 0, 
1941330     PRINT    182419.413    STR0x3                          0x00000000    tasUpdatePowerLimit powerLimitDbm = 0xff, g_tasDb.fsmParams.minPowerLimitDbm = 0x97, isAux = 0, 
1941524     PHY_CALIB_MANAGER_EVENT    182419.835    eventData                       0x03030023    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_APPLY_TX_CALIBS_END (0x23), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
 
•	TAS power Limit set to Default as part of phyConfigurationActivateContext()
1941558     PRINT    182419.859    STR0x2                          0x00000000    tasSetCurrentBand band = 0, isAux = 0, 
1941564     PRINT    182419.860    STR0x1                          0x00000000    tasSetCurrentBand g_tasDb.fsmParams.minPowerLimitDbm = 0x7fff, 
 
1941566 322224    WIFI_LARC POWER_LPRX_STATE
1941568     POWER_LPRX_STATE    182419.862    state                           0x00000000    state off (0x0), 
1941569     POWER_LPRX_STATE    182419.862    phyId                           0x00000000    phy_id 0x0, 
1941570     POWER_LPRX_STATE    182419.862    componentVector                 0x00000000    lna_low_bias lna_dynamic_power (0x0), reserved 0x0, 
1941574     PHY_ACTIVATE_CTX    182419.863    phyCtxData                      0x00003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_BEGIN (0x0), centralChannel 0x32, 
1941646     PHY_ACTIVATE_CTX    182420.158    phyCtxData                      0x01003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_END (0x1), centralChannel 0x32, 
1941697 322249    WIFI_LARC PS_PU_PHY_TS
1941699     PS_PU_PHY_TS    182420.202    start                           0x0adf7d64    start 182418788, 
1941700     PS_PU_PHY_TS    182420.202    phyFsmPuStart                   0x0adf7d65    phyFsmPuStart 182418789, 
1941701     PS_PU_PHY_TS    182420.202    phyFsmPuComplete                0x0adf7e97    phyFsmPuComplete 182419095, 
1941702     PS_PU_PHY_TS    182420.202    phyWmalInitComplete             0x0adf7eaa    phyWmalInitComplete 182419114, 
1941703     PS_PU_PHY_TS    182420.202    phyDomainPuCompleted            0x0adf82ce    phyDomainPuCompleted 182420174, 
1941704     PS_PU_PHY_TS    182420.202    dpDomainPuCompleted             0x0adf82db    phyDomainPuCompleted 182420187, 
1941705     PS_PU_PHY_TS    182420.202    phyPuEnd                        0x0adf82ea    phyPuEnd 182420202, 
1941706     PS_PU_PHY_TS    182420.202    wakeReason                      0x00000004    phyWakeReasonEnum PS_PHY_WAKE_REASON_UMAC (0x4), 
1941707     PS_PU_PHY_TS    182420.202    wakeData                        0x00000002    wakeData 2, 
 
 
 
Below is the sequence for When LPRX state != OFF, 
1.	calibExecuterPartialApplyDuringRadioPowerUp() => no TX calib apply is done as LPRX is active
2.	phyConfigurationActivateContext() => TAS is updated with the current band and the limits are initialized to the default value
 
1926369     PS_PX_STATE_CNG    182224.614    state                           0x00000001    psPxFsmUmacStateEnum PS_PX_FSM_UMAC_STATE_PS_PX_CNVR_LP (0x1), 
1926720     PHY_CALIB_MANAGER_EVENT    182225.265    eventData                       0x03030016    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_BEGIN (0x16), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
1926746     PHY_CALIB_MANAGER_EVENT    182225.332    eventData                       0x03030017    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_END (0x17), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
•	TAS power Limit set to Default as part of phyConfigurationActivateContext()
 
1926780     PRINT    182225.354    STR0x2                          0x00000000    tasSetCurrentBand band = 0, isAux = 0, 
1926786     PRINT    182225.355    STR0x1                          0x00000000    tasSetCurrentBand g_tasDb.fsmParams.minPowerLimitDbm = 0x7fff, 
1926788 319832    WIFI_LARC POWER_LPRX_STATE
1926790     POWER_LPRX_STATE    182225.357    state                           0x00000003    state max_ps_beacon_rx (0x3), 
1926791     POWER_LPRX_STATE    182225.357    phyId                           0x00000000    phy_id 0x0, 
1926792     POWER_LPRX_STATE    182225.357    componentVector                 0x00000000    lna_low_bias lna_dynamic_power (0x0), reserved 0x0, 
1926796     PHY_ACTIVATE_CTX    182225.357    phyCtxData                      0x00003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_BEGIN (0x0), centralChannel 0x32, 
1926873     PHY_ACTIVATE_CTX    182225.574    phyCtxData                      0x01003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_END (0x1), centralChannel 0x32, 
1929110     PHY_CALIB_MANAGER_EVENT    182234.834    eventData                       0x03030016    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_BEGIN (0x16), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
1929136     PHY_CALIB_MANAGER_EVENT    182234.901    eventData                       0x03030017    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_END (0x17), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
•	TAS power Limit set to Default as part of phyConfigurationActivateContext()
 
1929170     PRINT    182234.923    STR0x2                          0x00000000    tasSetCurrentBand band = 0, isAux = 0, 
1929176     PRINT    182234.925    STR0x1                          0x00000000    tasSetCurrentBand g_tasDb.fsmParams.minPowerLimitDbm = 0x7fff, 
1929178 320193    WIFI_LARC POWER_LPRX_STATE
1929180     POWER_LPRX_STATE    182234.926    state                           0x00000003    state max_ps_beacon_rx (0x3), 
1929181     POWER_LPRX_STATE    182234.926    phyId                           0x00000000    phy_id 0x0, 
1929182     POWER_LPRX_STATE    182234.926    componentVector                 0x00000000    lna_low_bias lna_dynamic_power (0x0), reserved 0x0, 
1929186     PHY_ACTIVATE_CTX    182234.927    phyCtxData                      0x00003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_BEGIN (0x0), centralChannel 0x32, 
1929263     PHY_ACTIVATE_CTX    182235.143    phyCtxData                      0x01003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_END (0x1), centralChannel 0x32, 
1930246     PS_PX_STATE_CNG    182240.747    state                           0x00000004    psPxFsmUmacStateEnum PS_PX_FSM_UMAC_STATE_PS_PX_CNVR_HP_PENDING (0x4), 
1930267     PS_PX_STATE_CNG    182240.758    state                           0x00000002    psPxFsmUmacStateEnum PS_PX_FSM_UMAC_STATE_PS_PX_CNVR_HP (0x2), 
 
•	TAS get info returns the Default limit
 
1930642     GET_TAS_STATE    182241.455    tasSarAndPowerLimit1            0x00407fff    max_power_regulatory 0x7fff, sar_limit 0x40,
 
 
Proposed solution:
 
1. during fast wakeup, update TAS with new band before TX calib apply in calibExecuterPartialApplyDuringRadioPowerUp()
2. update TAS with new band in phyConfigurationActivateContext() only when not in fast wake
 
@Mandil, Mai https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/94336 Can you please check the gerrit?
 
Regards
Aruna
"
WIFI-380730,WIFI,2024,BSOD,[HP][Quanta]-[Herbie][MTL][Win11 22H2] [0x5055dead]WLAN device YB (Network controller) after resume from S4.,Better recovery from YB using PCI SBR (secondary bus reset).
WIFI-379345,WIFI,2024,Connectivity,WifiDrv10Customization INF products list is incorrect ,"No distinction in INFGEN between more fine-tuned HWs.
Hard coded value instead."
WIFI-379342,WIFI,2024,BSOD,[LG][16ZD90SP][MTL/AX211/Win11 22H2][0x20100515] YB on Interl Wi-Fi AX211 after reboot,"DPHY 2.5GHz only , Spur mitigation disabled and Fjump feature enabled"
WIFI-378432,WIFI,2024,BSOD,"[ThinkPad_JP][Thames][MTL][AX211][Assert 0x515] YB Error code 10 on WLAN device after restart (FR: 1/1 unit, 2/5 trials)","DPHY setting according to SNPS spec + remove Spur mitigation.
HF for Lenovo Only - 23.30.2.1
**** Branch ****"
WIFI-378385,WIFI,2024,BSOD,[WW04-05WS][Samsung][LNL][FmP2] WLAN device show YB in device manager. assert code 0x4009.,iterate STEP PN swap in FSEQ 154
WIFI-378380,WIFI,2024,Connectivity,[HP][Wistron][ 24C1_Nittany_RPL-UR][GaP2][Win11 23H2 Build 10.0.22631.2715] The SW/HW DRIPS <90% during System Modern Standby Connected Mode W/O AC (24hrs),Improve SW/HW DRIPS in CS by decreasing idle timeout
WIFI-377623,WIFI,2024,BSOD,[Taoran][WiFI][Huawei][VangogH][MTL][AX211][PVT]A YB issue with code 43 assert 0x20100515,"DPHY 2.5GHz only , Spur mitigation disabled and Fjump feature enabled"
WIFI-375260,WIFI,2024,Connectivity,Killer FmP2 marketing name incorrect in driver,Wrong DB values
WIFI-374518,WIFI,2024,BSOD,[Xiaomi][Huaqin][N57][MTL][Win11] [SVOP] WIFI YB issue (Assert 0x20100515) occurred in stress reboot test,"DPHY 2.5GHz only , Spur mitigation disabled and Fjump feature enabled"
WIFI-374208,WIFI,2024,BSOD,[Dell][Compal][Oasis][MTL][BE200] System hang with black screen under MODS and shows assert 0x231,"tlc calls paged memory in d3 - not allowed.

fix in https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/85917"
WIFI-373458,WIFI,2024,Performance,[Samsung][MTL][GfP2][QuickShare] P2P throughput degraded when GO/Client associated to 160MHz AP,On some circumstances the GO would not expand bandwidth at the right timing for client to align to it
WIFI-373148,WIFI,2024,Connectivity,"[MSFT][Avanti][MTL][GfP2][Intel UID 917397] Wi-Fi 6E AX211 160MHz' bang out,DUT lost WIFI function","The version in log contains FSEQ3.90. there was a fix in FSEQ version 3.91 for this issue, it might assist in your case. TOP-2421"
WIFI-370428,WIFI,2023,Connectivity,[ASUS MB][ROG STRIX Z790-F GAMING WIFI ][RPL-S][AX211] system pump up error during CITU marginal test,Dup of WIFI-345845
WIFI-370020,WIFI,2024,BSOD,[Dell][Compal][OasisMTL][BE200] Wi-Fi YB with BT lost during ColdBoot stress assert 0x2F7,Has been delivered as HF to DELL
WIFI-369891,WIFI,2024,BSOD,[Dell][Compal][Kenai MTL][BE200] Found Network Controller YB (error code: 28) when ran WB stress.,"fixed by Ohad: 555bb3d1494d00a947277e70065f2a9764e622b2
though not proven that flow really runs as expected, customer did confirm that issue is fixed using latest master build. I would guess that it is some indirect fix, however, for the sake of completeness, this sha1 has a potential fix for 0xbadbad issues."
WIFI-368602,WIFI,2023,BSOD,[Lenovo Thinkbook][Lenovo][TB 13X G4][MTL][AX211]BSOD 0x13A(Netwtw14!memFree) occurs when running WB stress test in product line,"Fixed by Lomanov:
5cb81ff25d2659bd12730061055f4a66ff9de9e7
64138927d5c51a80fd5560eb45b425189a91f8bf 
CTDP/DPTF Get/Set API handling: introduce dynamically allocated DPTF handler
data"
WIFI-368194,WIFI,2023,Connectivity,[HP][MTL-U][Goldy][GaP2][SIO2223340] HW/SW DRIPS are below 90% in sleep-study report when run Modern Standby in AC/DC mode,Improve SW/HW DRIPS in CS by decreasing idle timeout
WIFI-368122,WIFI,2023,Connectivity,"[Honor][huaqin][DarwinA][MTL][AX201][High probability]Under the automatic SMPS of the Darwin project, AUX and Main imbalance affect the combined RX sensitivity",a register in SV drop was misconfigured
WIFI-367755,WIFI,2023,BSOD,"[CLEVO][L2X0TU][MTL] BE200 Device Lost issue - FATAL_ERROR: uCode ASSERT(LMAC1, rtStatus = 0x4496, log is  valid. data1:0xdeadbeef, data2:0xdeadbeef)","In this bug, we received from the AP NDPA with partial BW that its
RU end index belongs to BW 160 (value was 73), but the NDP BW is 80MHz.
This cause incorrect feedback calculation in the BFE.

Added a check for this purpose which return error status in case of
mismatch, and don't move forward for the feedback sending.
Check was added for both HE and EHT fields."
WIFI-365608,WIFI,2023,BSOD,[ThinkPad JP][LCFC][OAK-2][MTL][AX211][23H2][1/800 units]device lost @ restart (assert 0x515),"DPHY setting according to SNPS spec + remove Spur mitigation.
HF for Lenovo Only - 23.30.2.1
**** Branch ****"
WIFI-365172,WIFI,2023,BSOD,[Huaqin][Samsung][DT6895A_6916A][AX201][RPL][23H2]BSOD 0x7E happened during S4 stress test,WIFI-358207
WIFI-364960,WIFI,2023,Performance,[Internal][ASUS][UX7602ZM][ADL-P][Gaf2 AX211]20~30% throughput degradation on Rx with sensing enabled and AP configured to AX 160 MHz - Pending DCR-1991,Silent losing
WIFI-364767,WIFI,2023,Performance,[ASUS][PEGA][MTL][BE200][B3404/3604/5404/5604CMA]WIFI7 TCP TX throughput degrade on some channels,PHY fix. Tx DFE fix for 320M channels.  Clk diff between digital (top pll) to LO clk caused timing drift in long packets.  
WIFI-363422,WIFI,2023,BSOD,[Samsung][LNL-Mx][FmP2][1216][Venus5-14][FW_Assert:0x20104009]WLAN Device shows YB.,
WIFI-361913,WIFI,2023,Connectivity,[MSFT][TGL][HrP][Intel UID 871633][SL4_Orpheus] [W11_22H2-22621.521] Reset/Recovery seen during disconnected standby due to ASSERT_00002B87 on Multiple routers,handle coex protection window even if BT not alive
WIFI-361708,WIFI,2023,YB/Lost,[ASUS/Consumers][Quanta][ADL][HrP2][FX507ZU4]Code 10 YB when running disable/enable long run test on WLAN device,"RFDQ allocation failure 
was fixed in the context of WIFI-342961"
WIFI-361696,WIFI,2023,BSOD,[HP/Win11/MTL/GfP2][Inventec][Baymax][PV] WLAN device AX211 show YB after booting from EFI to OS in RUNIN process,
WIFI-361367,WIFI,2023,Connectivity,[MSFT][RPL][AX210][Intel ID 905222][SLS2_Ersa] [W11_22H2-22621.2340] Reset/Recovery seen during disconnected standby due to ASSERT_21000DAD,duplicate of WIFI-350543
WIFI-361107,WIFI,2023,Connectivity,[MSFT][RPL][AX210][Intel UID 905110][SLS2_Ersa] [W11_22H2-22621.2340] Reset/Recovery seen during disconnected standby due to ASSERT_21100231,"sensingManagerRfKill and sensingManagerSetChSelTriggerOnMcc in Typhoon should be located in ""D3 and Steady"" section"
WIFI-360472,WIFI,2023,BSOD,[Samsung][MTL-H][Mars4-16][GfP2][FW_Assert:0x20100505] WLAN YB issue happened during S4 stress test (assert 0x515),"Fix with TOP-2991 on master/Core86_pv/Core86
core86_pv 4990ffef11fcfeb4b60d83f6a76ef17be4e10bc6
core86 - 037a741ced5fed16b371b3034e11e1730ccfa11e"
WIFI-358645,WIFI,2023,BSOD,[Dell][Compal][OasisMTL][BE200] Wi-Fi YB with BT lost during ColdBoot stress [assert 0x2f7],"fixed as part of : https://jira.idoc.intel.com/browse/TOP-1314
MTL C step should not see this issue anymore.
there was a WA in the FSEQ, which was removed when HW change was applied"
WIFI-358355,WIFI,2023,BSOD,[Dell][Odin][BSOD 0x7E][Netwtw12!fpGetMib] BSOD occurred during Prime 95 stress test,"PowerSensor used to be initialized by a 5ms timer that was
started as part of platformInitAPI...powerSensorContextInitAPI.
The initialization was using pMmacFlowProcessor that gets initialized
mmacAlMpInitialize - after platformInitAPI.
If the init flow is slow, then the timer will expire before
mmacAlMpInitialize is called and we'll hit null pointer exception.
Fix was to move the timer start to platformConfigAPI, after
mmacAlMpInitialize."
WIFI-358354,WIFI,2023,Connectivity,[MSFT][Intel UID 899799][Huntington Beach][GfP2] EU 6E OTP power abnormal,update EU 6E power tables
WIFI-358207,WIFI,2023,BSOD,[Dell][Compal][Arches][MTL][AX211][BSOD-0x13A][Netwtw14!memFree] WB with BSOD prvDptfAgentGetTemperatureCb,"During execution, the mCtdpGetCurrentTemperatureApi stores provided callback arguments in CTDP context. Since this API relies on the FW response to get the current temperature from FW, this response may take time (as in this case - JS is busy). So when the next caller calls this API, it replaces the previously stored callback's arguments with its own. And that's what happened here. 
When the response started executing and working with the context, the memory that CTDP context is pointing to was already released by the next caller because of failure in sending FW command (transport layer was closed already). And this caused to the BSOD."
WIFI-357703,WIFI,2023,Performance,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] Wi-Fi 7 low Tx throughput issue across different 320MHz -1 or -2 channels,PHY fix. Tx DFE fix for 320M channels.  Clk diff between digital (top pll) to LO clk caused timing drift in long packets.  
